Tempo,H1,H2,H3,H4
0;0;0;0;0
1;9.773;9.866;0;0
2;9.793;9.794;0;0
3;9.794;9.794;0;0
4;9.793;9.793;8.401;0
5;9.794;9.794;9.774;0
6;9.794;9.794;9.773;0
7;9.794;9.794;9.773;0
8;9.794;9.794;9.773;0
9;9.794;9.794;9.618;4.779
10;9.794;9.795;9.805;9.462
11;9.794;9.795;9.805;9.462
12;9.792;9.792;9.805;9.462
13;9.792;9.792;9.805;9.462
14;9.792;9.792;9.805;9.462
15;9.792;9.792;9.805;9.462
16;9.792;9.792;9.805;9.462
17;0;0;0;0
18;0;0;0;0
