Tempo,H1,H2,Retorno
0;0;0;0;0
1;9.723;9.697;0;0
2;9.791;9.790;0;0
3;9.790;9.790;0;0
4;9.791;9.791;6.930;0
5;9.791;9.792;9.774;0
6;9.792;9.791;9.773;0
7;9.792;9.792;9.773;0
8;9.792;9.792;9.773;0
9;9.791;9.792;9.770;8.366
10;9.791;9.791;9.768;9.774
11;9.791;9.792;9.768;9.774
12;9.791;9.791;9.768;9.772
13;9.791;9.791;9.768;9.774
14;9.792;9.792;9.767;9.773
15;9.792;9.792;9.768;0.527
16;9.791;9.792;9.768;0
17;9.792;9.791;9.768;0
18;0;0;0;0
19;0;0;0;0
